t,y
0,1.0
0.001,1.0
0.002,1.0
0.003,1.0
0.004,1.0
0.005,1.0
0.006,1.0
0.007,1.0
0.008,1.0
0.009000000000000001,1.0
0.010000000000000002,-1.0
0.011000000000000003,-1.0
0.012000000000000004,-1.0
0.013000000000000005,-1.0
0.014000000000000005,-1.0
0.015000000000000006,-1.0
0.016000000000000007,-1.0
0.017000000000000008,-1.0
0.01800000000000001,-1.0
0.01900000000000001,-1.0
0.02000000000000001,1.0
0.02100000000000001,1.0
0.022000000000000013,1.0
0.023000000000000013,1.0
0.024000000000000014,1.0
0.025000000000000015,1.0
0.026000000000000016,1.0
0.027000000000000017,1.0
0.028000000000000018,1.0
0.02900000000000002,1.0
0.03000000000000002,-1.0
0.03100000000000002,-1.0
0.03200000000000002,-1.0
0.03300000000000002,-1.0
0.03400000000000002,-1.0
0.035000000000000024,-1.0
0.036000000000000025,-1.0
0.037000000000000026,-1.0
0.03800000000000003,-1.0
0.03900000000000003,-1.0
0.04000000000000003,1.0
0.04100000000000003,1.0
0.04200000000000003,1.0
0.04300000000000003,1.0
0.04400000000000003,1.0
0.04500000000000003,1.0
0.046000000000000034,1.0
0.047000000000000035,1.0
0.048000000000000036,1.0
0.04900000000000004,1.0
0.05000000000000004,-1.0
0.05100000000000004,-1.0
0.05200000000000004,-1.0
0.05300000000000004,-1.0
0.05400000000000004,-1.0
0.05500000000000004,-1.0
0.05600000000000004,-1.0
0.057000000000000044,-1.0
0.058000000000000045,-1.0
0.059000000000000045,-1.0
0.060000000000000046,1.0
0.06100000000000005,1.0
0.06200000000000005,1.0
0.06300000000000004,1.0
0.06400000000000004,1.0
0.06500000000000004,1.0
0.06600000000000004,1.0
0.06700000000000005,1.0
0.06800000000000005,1.0
0.06900000000000005,1.0
0.07000000000000005,-1.0
0.07100000000000005,-1.0
0.07200000000000005,-1.0
0.07300000000000005,-1.0
0.07400000000000005,-1.0
0.07500000000000005,-1.0
0.07600000000000005,-1.0
0.07700000000000005,-1.0
0.07800000000000006,-1.0
0.07900000000000006,-1.0
0.08000000000000006,1.0
0.08100000000000006,1.0
0.08200000000000006,1.0
0.08300000000000006,1.0
0.08400000000000006,1.0
0.08500000000000006,1.0
0.08600000000000006,1.0
0.08700000000000006,1.0
0.08800000000000006,1.0
0.08900000000000007,1.0
0.09000000000000007,-1.0
0.09100000000000007,-1.0
0.09200000000000007,-1.0
0.09300000000000007,-1.0
0.09400000000000007,-1.0
0.09500000000000007,-1.0
0.09600000000000007,-1.0
0.09700000000000007,-1.0
0.09800000000000007,-1.0
0.09900000000000007,-1.0
0.10000000000000007,1.0
0.10100000000000008,1.0
0.10200000000000008,1.0
0.10300000000000008,1.0
0.10400000000000008,1.0
0.10500000000000008,1.0
0.10600000000000008,1.0
0.10700000000000008,1.0
0.10800000000000008,1.0
0.10900000000000008,1.0
0.11000000000000008,-1.0
0.11100000000000008,-1.0
0.11200000000000009,-1.0
0.11300000000000009,-1.0
0.11400000000000009,-1.0
0.11500000000000009,-1.0
0.11600000000000009,-1.0
0.11700000000000009,-1.0
0.11800000000000009,-1.0
0.11900000000000009,-1.0
0.12000000000000009,1.0
0.1210000000000001,1.0
0.1220000000000001,1.0
0.1230000000000001,1.0
0.1240000000000001,1.0
0.12500000000000008,1.0
0.12600000000000008,1.0
0.12700000000000009,1.0
0.12800000000000009,1.0
0.1290000000000001,1.0
0.1300000000000001,-1.0
0.1310000000000001,-1.0
0.1320000000000001,-1.0
0.1330000000000001,-1.0
0.1340000000000001,-1.0
0.1350000000000001,-1.0
0.1360000000000001,-1.0
0.1370000000000001,-1.0
0.1380000000000001,-1.0
0.1390000000000001,-1.0
0.1400000000000001,1.0
0.1410000000000001,1.0
0.1420000000000001,1.0
0.1430000000000001,1.0
0.1440000000000001,1.0
0.1450000000000001,1.0
0.1460000000000001,1.0
0.1470000000000001,1.0
0.1480000000000001,1.0
0.1490000000000001,1.0
0.1500000000000001,-1.0
0.1510000000000001,-1.0
0.1520000000000001,-1.0
0.1530000000000001,-1.0
0.1540000000000001,-1.0
0.1550000000000001,-1.0
0.1560000000000001,-1.0
0.1570000000000001,-1.0
0.1580000000000001,-1.0
0.1590000000000001,-1.0
0.16000000000000011,1.0
0.16100000000000012,1.0
0.16200000000000012,1.0
0.16300000000000012,1.0
0.16400000000000012,1.0
0.16500000000000012,1.0
0.16600000000000012,1.0
0.16700000000000012,1.0
0.16800000000000012,1.0
0.16900000000000012,1.0
0.17000000000000012,-1.0
0.17100000000000012,-1.0
0.17200000000000013,-1.0
0.17300000000000013,-1.0
0.17400000000000013,-1.0
0.17500000000000013,-1.0
0.17600000000000013,-1.0
0.17700000000000013,-1.0
0.17800000000000013,-1.0
0.17900000000000013,-1.0
0.18000000000000013,1.0
0.18100000000000013,1.0
0.18200000000000013,1.0
0.18300000000000013,1.0
0.18400000000000014,1.0
0.18500000000000014,1.0
0.18600000000000014,1.0
0.18700000000000014,1.0
0.18800000000000014,1.0
0.18900000000000014,1.0
0.19000000000000014,-1.0
0.19100000000000014,-1.0
0.19200000000000014,-1.0
0.19300000000000014,-1.0
0.19400000000000014,-1.0
0.19500000000000015,-1.0
0.19600000000000015,-1.0
0.19700000000000015,-1.0
0.19800000000000015,-1.0
0.19900000000000015,-1.0
0.20000000000000015,1.0
0.20100000000000015,1.0
0.20200000000000015,1.0
0.20300000000000015,1.0
0.20400000000000015,1.0
0.20500000000000015,1.0
0.20600000000000016,1.0
0.20700000000000016,1.0
0.20800000000000016,1.0
0.20900000000000016,1.0
0.21000000000000016,-1.0
0.21100000000000016,-1.0
0.21200000000000016,-1.0
0.21300000000000016,-1.0
0.21400000000000016,-1.0
0.21500000000000016,-1.0
0.21600000000000016,-1.0
0.21700000000000016,-1.0
0.21800000000000017,-1.0
0.21900000000000017,-1.0
0.22000000000000017,1.0
0.22100000000000017,1.0
0.22200000000000017,1.0
0.22300000000000017,1.0
0.22400000000000017,1.0
0.22500000000000017,1.0
0.22600000000000017,1.0
0.22700000000000017,1.0
0.22800000000000017,1.0
0.22900000000000018,1.0
0.23000000000000018,-1.0
0.23100000000000018,-1.0
0.23200000000000018,-1.0
0.23300000000000018,-1.0
0.23400000000000018,-1.0
0.23500000000000018,-1.0
0.23600000000000018,-1.0
0.23700000000000018,-1.0
0.23800000000000018,-1.0
0.23900000000000018,-1.0
0.24000000000000019,1.0
0.2410000000000002,1.0
0.2420000000000002,1.0
0.2430000000000002,1.0
0.2440000000000002,1.0
0.2450000000000002,1.0
